,,AMB/92,,,
28011600,Dosagem de Proteinas Totais,,14,0,0
28011619,Sacarose; Teste de Tolerancia,,80,0,0
28011627,Talio; Dosagem de,,100,0,0
28011643,"Ocitocinase, Dosagem da",,30,0,0
28011660,Clonazepam Methotrexate ou outros,,300,0,0
28011678,Apolipoproteina A ou B e outras,,80,0,0
28011686,Dosagem Peptideo C,,125,0,0
28020014,"Anticorpos Antiespermatozoides, Pesquisa de",,30,0,0
28020022,"Espermograma (Caracteres Fisicos,Ph,Etc.)",,40,0,0
28020030,"Frutolise, Determinacao da (2 Determinacoes)",,27,0,0
28020049,Teste de Aglutinacao Em Gelatina,,20,0,0
28020057,Teste de Aglutinacao Tubo/Lamina,,20,0,0
28020065,Teste de Imobilizacao Ou Izojima,,20,0,0
28020073,Anticorp.Antiespermatozoide EIE,,80,0,0
28020081,Espermograma e Teste de Penetracao,,65,0,0
28020090,Jadressic Maira,,14,0,0
28030010,Exame Coprologico Funcional,,50,0,0
28030028,"Digestibilidade, Prova de (Macro e Microscopia)",,20,0,0
28030036,"Enzimas Proteoliticas, Investigacao de",,11,0,0
28030044,"Eosinofilos, Pesquisas de",,10,0,0
28030052,"Estercobilinogenio Fecal, Dosagem de",,14,0,0
28030060,"Gordura Fecal, Dosagem da",,20,0,0
28030079,"Gordura Fecal, Pesquisa de (Sudan III)",,10,0,0
28030087,"Hematoxilina Ferrica, Pesquisa de Protozoarios",,14,0,0
28030095,"Identificacao de Helmintos, Exame de Fragmentos",,10,0,0
28030109,"Larvas, Pesquisa de",,10,0,0
28030117,"Leucocitos Fecais, Pesquisa de",,10,0,0
28030125,"Leveduras, Pesquisa de",,10,0,0
28030133,"Oxiurus C/ Colheita Pelo Swab Anal,Pesquisa de",,15,0,0
28030141,Parasitologico (Direto e Enriquecimento),,20,0,0
28030150,"Parasitologico, Colheita Multipla",,20,0,0
28030168,"Nitrogenio Fecal, Dosagem do",,20,0,0
28030176,"Sangue Oculto,Pesquisa de",,10,0,0
28030184,"Schistosoma, Pesquisa Ovos Em Fragmento Mucosa",,25,0,0
28030192,"Schistosoma, Pesquisa Ovos Em Fragmentos Mucosa",,10,0,0
28030206,"Tripsina, Prova da (Digestao da Gelatina)",,14,0,0
28030214,Alfa 1 Antitripsina; Clearence Fecal de,,90,0,0
28030222,Alfa 1 Antitripsina; Dosagem de,,60,0,0
28030230,Exame de Oograma Nas Fezes,,20,0,0
28030249,Substancias Redutoras Nas Fezes; Pesquisa de,,10,0,0
28040015,Adenograma (Nao Inclui Hemograma),,80,,
28040023,"Anticoagulante Circulante, Pesquisa de",,33,,
28040031,"Anticorpos Anti-Plaquetarios, Determinacao de",,93,,
28040040,"Anticorpos Anti-A e/ou B, Pesquisa de",,40,,
28040058,Anticorpos Irregulares Pelo Metodo Eluicao,,135,,
28040066,"Anticorpos Sericos Irregulares A Frio, Pesquisa",,40,,
28040074,"Anticorpos Sericos Irregulares, determinacao",,133,,
28040082,"Anticorpos Sericos Irregulares, Pesquisa de",,40,,
28040090,"Antitrombina III, Dosagem de",,80,,
28040104,"Carboxihemoglobina, Determinacao de",,30,,
28040112,"Celulas LE, Pesquisa de",,20,,
28040120,Citoquimica Para Classificar Leucemias,,50,,
28040139,"Coagulograma (Ts, Tc, Prova do Laco, Retracao)",,60,,
28040147,Consumo de Protrombina,,30,,
28040155,"Coombs Direto, Teste de (Cada)",,20,,
28040163,"Enzimas Eritrocitarias, Determinacao de",,27,,
28040171,"Enzimas Eritrocitarias, Rastreio P/ Deficiencia",,27,,
28040180,"Eritrograma (Eritrocitos,Hemoglobina,Hematocr.)",,20,,
28040198,"Falcizacao, Teste de",,10,,
28040201,"Fator II, Dosagem do",,30,,
28040210,"Fator V, Dosagem do",,30,,
28040228,"Fatores VII e X, Dosagem dos",,53,,
28040236,"Fator VIII, Dosagem do",,40,,
28040244,"Fator VIII, Dosagem do Antigeno do",,53,,
28040252,"Fator VIII, Dosagem do Inibidor do",,53,,
28040260,"Fator IX, Dosagem do",,40,,
28040279,"Fator XI, Dosagem do",,40,,
28040287,"Fator XII, Dosagem do",,40,,
28040295,"Fator XIII, Dosagem do",,40,,
28040317,"Fator Rh (Fator Rho(D), Incluindo Rho U(Du))",,15,,
28040325,Fenotipagem do Sistema Rh-Hr,,67,,
28040333,"Fibrinogenio, Dosagem do",,20,,
28040341,"Filaria, Pesquisa de",,14,,
28040350,"Grupo Sanguineo Abo, Determinacao do",,15,,
28040368,"HAM, Teste de (Hemolise Acida)",,20,,
28040376,"Heinz, Pesquisa de Corpusculos de",,10,,
28040384,"Hemacias, Contagem de",,10,,
28040392,"Hemacias Fetais, Pesquisa de",,14,,
28040406,"Hemacias, Tempo de Sobrevida das",,50,,
28040414,"Hematocrito, Determinacao do",,10,,
28040422,"Hemoglobina, Dosagem de",,10,,
28040430,"Hemoglobina, Eletroforese",,40,,
28040449,"Hemoglobina, Espectroscopia de",,27,,
28040457,"Hemoglobina Instabilidade A 37""",,15,,
28040465,"Hemoglobina, Solubilidade (Hbs e Hbd)",,10,,
28040473,"Hemoglobina Fetal, Desnaturacao Alcalina",,14,,
28040481,Hemograma Completo (Exame de Sangue),,30,,
28040490,"Hemossedimentacao, Determinacao da Velocidade",,10,,
28040503,"Hemossiderina (Siderocitos),Em Sangue Ou Urina",,10,,
28040511,"Heparina, Dosagem de",,53,,
28040520,"Leucocitos, Contagem Global",,10,,
28040538,Leucograma,,20,,
28040546,"Metahemoglobina, Determinacao da",,30,,
28040554,Mielograma (Inclui A Colheita),,100,,
28040562,"Plaquetas, Contagem de",,10,,
28040570,"Plaquetas, Testes de Adesividade das",,53,,
28040589,"Plaquetas, Teste de Agregacao das",,66,,
28040597,"Plasminogenio, Dosagem do",,27,,
28040600,"Plasmodio, Pesquisa de",,14,,
28040619,Produtos de Degradacao da Fibrina,,50,,
28040627,Prova de Compatibilidade Pre-Transfusional,,16,,
28040635,Prova Cruzada Pre-Transfusional,,10,,
28040643,Prova do Laco,,10,,
28040651,"Resistencia Globular, Curva de",,14,,
28040660,"Reticulocitos, Contagem de",,10,,
28040678,"Retracao do Coagulo, Teste de",,10,,
28040686,"Sulfohemoglobina, Determinacao da",,14,,
28040694,Tempo de Coagulacao (Lee-White),,10,,
28040708,Tempo de Coagulacao (Celite),,10,,
28040724,Tempo de Lise de Euglobina,,14,,
28040732,Tempo de Protrombina,,15,,
28040740,Tempo de Recalcificacao do Plasma,,10,,
28040759,Tempo de Reptilase,,20,,
28040767,Tempo de Sangramento (Duke),,10,,
28040783,Tempo de Trombina,,20,,
28040791,Tempo de Tromboplastina Parcial Ativado,,15,,
28040805,Teste de Gelificacao Pelo Etanol,,11,,
28040813,Teste de Gelificacao da Protamina,,11,,
28040821,Teste de Neutralizacao da Heparina (Protamina),,27,,
28040830,Teste de Sia Para Macroglobulinas,,10,,
28040848,"Tripanossoma, Pesquisa de",,14,,
28040856,Tromboelastografia,,93,,
28040864,"Tromboplastina, Teste de Geracao da",,38,,
28040880,Biopsia de Medula Ossea Jamshidi (A Coleta),,150,,
28040899,Esplenograma (Celulas do Baco),,70,,
28040910,"ZPP (Zinco, Protoporfirinas Eritrocitarias)",,60,,
28040929,"Cromossomo Philadelfia, Estudo do",,250,,
28040937,"Hemoglobina A2, Dosagem",,40,,
28040945,Auto-Hemolise,,20,,
28040953,Hemolise por Sacarose,,20,,
28040961,"Hemoglobina, Cromatografia",,80,,
28040970,"Creatinina Eritrocitaria,Dosagem",,40,,
28040988,Coombs Indireto,,40,,
28040996,Cromatografia de Aminoacidos,,100,,
28050029,"Adrenocorticotrofico (ACTH), Hormonio (Rie)",,210,0,0
28050037,"Dosagem de Aldosterona (Rie), Hormonio",,125,0,0
28050045,Dosagem do AMP Ciclico (Rie),,100,0,0
28050053,AMP Ciclico Nefrogenico (Sangue e Urina) (Rie),,100,0,0
28050061,"Dosagem da Androstenediona (Rie), Hormonio",,160,0,0
28050070,Dosagem da Calcitonina (Rie),,225,0,0
28050088,Dosagem de Catecolaminas,,100,0,0
28050096,Dosagem de 17-Cetogenicos (17-Cgs),,40,0,0
28050100,17-Cetogenicos - Cromatografia dos,,53,0,0
28050118,17-Cetosteroides (17-Cts) - Cromatografia dos,,53,0,0
28050126,Dosagem de 17-Cetosteroides Totais (17-Cts),,40,0,0
28050134,Dosagem de 17-Cetosteroides - Relacao Alfa/Beta,,35,0,0
28050142,"Cortisol (Rie), Cada Amostra",,75,0,0
28050169,"Hormonio do Crescimento (Rie), Cada Amostra",,90,0,0
28050177,Curva Glicemica e Insulinica (6 Dosagens) (Rie),,360,0,0
28050185,Curva Glicemica e Insulinica (4 Dosagens) (Rie),,240,0,0
28050215,Dosagem da Dehidroepiandrosterona (DHEA) (Rie),,105,0,0
28050223,"Dehidroepiandrosterona, Sulfato (S-DHEA) (Rie)",,110,0,0
28050231,"Dosagem da Dehidrotesterona, Hormonio",,160,0,0
28050240,"Dosagem do Estradiol (Rie), Hormonio",,100,0,0
28050258,"Dosagem do Estriol (Rie), Hormonio",,110,0,0
28050266,Dosagem do Estriol Urinario,,60,0,0
28050274,Dosagem dos Estrogenios Totais -Fenolesteroides,,40,0,0
28050290,Estrogenios Totais e Fracoes (Dosagem na Urina),,50,0,0
28050304,"Dosagem da Estrona (Rie), Hormonio",,100,0,0
28050312,Dosagem do Hormonio Foliculo Estimulante (FSH),,65,0,0
28050320,"Dosagem da Gastrina (Rie), Hormonio",,100,0,0
28050339,Gonadotrofina Corionica - Hemaglutinacao,,40,0,0
28050347,Gonadotrofina Corionica (B-HCG) (Rie/Eie),,65,0,0
28050355,"Dosagem de Insulina (Rie), Hormonio",,55,0,0
28050363,Dosagem do Iodo Proteico (Pbi),,20,0,0
28050371,"Lactogenico Placentario, Hormonio (Rie)",,125,0,0
28050380,"Luteinizante (Lh),Hormonio (Rie)",,65,0,0
28050398,"Dosagem do Pregnandiol, Hormonio",,60,0,0
28050401,"Dosagem do Pregnantriol, Hormonio",,60,0,0
28050410,dosagem da Progesterona Plasmatica (Rie),,105,0,0
28050428,17-Alfa-Oh-Progesterona (Hidroxiprogesterona),,165,0,0
28050436,"Dosagem da Prolactina (Rie), Hormonio",,85,0,0
28050444,Prova Para Diabete Insipido (Restricao Hidrica),,67,0,0
28050452,Prova do LH-RH: Dosagem do FSH (Cada Amostra),,65,0,0
28050460,Prova do LH-RH: Dosagem do LH (Cada Amostra),,65,0,0
28050487,Prova do TRH-HPR: Dosagem de HPR,,85,0,0
28050495,Prova do TRH-TSH: Dosagem do TSH,,85,0,0
28050509,"Dosagem de Renina (Rie), Hormonio",,110,0,0
28050517,Serotonina (Acido 5-Hidroxi-Indol-Acetico),,60,0,0
28050525,Hormonio Somatotrofico Corionico (Hcs Ou Hpl),,125,0,0
28050690,Dosagem da Testosterona Plasmatica (Rie),,105,0,0
28050703,"Tireoestimulante (TSH),Hormonio (Rie)",,85,0,0
28050711,"Dosagem da Tiroxina (T-4) (Rie), Hormonio",,65,0,0
28050720,"Dosagem da Tiroxina Livre (Rie), Hormonio",,85,0,0
28050738,"Dosagem dA Triiodotironina (T-3) (Rie),Hormonio",,65,0,0
28050754,Dosagem do Paratormonio - PTH (Rie),,200,0,0
28050762,Provas de Funcao Tireoideana (T3; T4; Indices),,215,0,0
28050770,"Dosagem da Testosterona Livre (Rie), Hormonio",,150,0,0
28050789,"Dosagem do T3 Reverso (Rie), Hormonio",,195,0,0
28050797,Somatomedina C,,200,0,0
28050800,"Tireoglobulina - (Rie), Dosagem de",,140,0,0
28050819,Cortisol Livre,,150,0,0
28050827,T-3 Livre,,85,0,0
28050835,Angiotensina,,100,0,0
28050843,Composto S(11 Desoxicortisol),,150,0,0
28050851,Hormonio Anti Diuretico,,100,0,0
28050860,Globulina Transp.Tiroxina(TB6),,180,0,0
28050878,T3 Retencao,,55,0,0
28060016,"Adenovirus, RFC",,67,0,0
28060032,"Anticorpos Anti-Celulas Parietais, IFI, Para",,40,0,0
28060040,"Dsoagem de Anticorpos Anti-DNA, IFI ou HA",,40,0,0
28060059,"Dosagem de Anticorpos Anti-ENA, HA",,100,0,0
28060067,"Anticorpos Antigeno ""C"" da Hepatite B-Anti Hbc",,100,0,0
28060075,"Anticorpos Antigeno ""E"" da Hepatite B-Anti Hbe",,100,0,0
28060083,Anticorpos Antigeno Superficie Hepatite B-A.Hbs,,80,0,0
28060091,Anticorpos Contra O Virus de Epstein-Barr (IFI),,60,0,0
28060105,Anticorpos IgG Contra O Virus da Hepatite A,,100,0,0
28060113,Anticorpos IgM Contra O Virus da Hepatite A,,120,0,0
28060121,"Anticorpos Anti-Mitocondria, Ifi Para",,40,0,0
28060130,"Anticorpos Anti-Musculo Liso, Ifi Para",,40,0,0
28060148,"Anticorpos Anti-Nucleo, Ifi Para",,30,0,0
28060156,"Anticorpos Anti-Tireoglobulina, IFI ou HA",,105,0,0
28060164,"Anticorpos Anti-Microssomal, IFI ou HA",,105,0,0
28060172,"Anti-Desoxiribonuclease B, Neutralizacao",,40,0,0
28060180,"Anti-Estreptolisina O, Determinacao Quantitat.",,20,0,0
28060199,"Anti-Hialuronidase, Determinacao da",,20,0,0
28060210,Antigeno Australia (Hbs Ag) Rie/Eie Para,,70,0,0
28060229,"Antigeno Carcinoembriogenico, Rie/Eie Para",,190,0,0
28060237,"Antigeno ""E"" da Hepatite B (Hbe Ag)",,100,0,0
28060245,Dosagem do Antigeno Isolado do Sistema HLA,,67,0,0
28060253,"Blastomicose (Paracoccidioidomicose), Rfc Para",,30,0,0
28060261,"Blastomicose (Paracoccidioidomicose), Id Para",,20,0,0
28060270,Brucelose(Inclui Pesq.Anticorpos Bloqueadores),,20,0,0
28060288,"Candidina, Id, Teste Para",,20,0,0
28060296,"Caxumba, Rfc, Teste Para",,67,0,0
28060300,"Chagas, Ha, Teste Para",,30,0,0
28060318,"Chagas, Ifi, Teste Para",,30,0,0
28060326,"Chagas (Reacao de Ifi, Ha e Rfc), Reacoes Sorol",,90,0,0
28060334,"Chagas, Rfc (Machado Guerreiro), Teste Para",,30,0,0
28060342,"Chlamidia, Rfc, Teste Para",,90,0,0
28060350,"Cisticerose, Id, Teste Para",,20,0,0
28060369,"Cisticerose, Rfc Ou Ha, Teste Para",,30,0,0
28060377,"Citomegalovirus, Rfc Ou Ifi, Teste Para",,67,0,0
28060385,"Complemento C3, Idr, Teste Para",,50,0,0
28060393,"Complemento C4, Idr, Teste Para",,50,0,0
28060407,"Complemento (Ch50), Dosagem do",,40,0,0
28060415,"Crioglobulinas, Pesquisa de",,14,0,0
28060423,"Crioglutininas, Pesquisa de",,14,0,0
28060440,DNCB - Teste de Contato,,27,0,0
28060458,"Equinococose (Casoni), Id, Teste Para",,20,0,0
28060466,"Equinococose, Rfc, Teste Para",,27,0,0
28060474,"Esporotricose, Aglutinacao Pelo Latex Para",,53,0,0
28060482,"Esporotriquina, Id, Teste Para",,20,0,0
28060490,"Estreptoquinase-Dornase, Id, Teste Para",,20,0,0
28060504,"Fator Reumatoide, Teste do Latex Para",,20,0,0
28060512,"Teste de Frei (Linfogranuloma Venereo), Id",,27,0,0
28060520,"Fta-Abs, Ifi, Teste Para Sifilis",,30,0,0
28060539,"Gravidez Pela IHA, Teste Imunologico Para",,40,0,0
28060547,"Gravidez P/Aglutinacao Latex, Teste Imunologico",,20,0,0
28060555,"Herpesvirus, Rfc, Teste Para",,67,0,0
28060563,Hipersensibilidade Retardada,,27,0,0
28060571,"Histoplasmose, Rfc Ou Aglutinacao Pelo Latex P/",,27,0,0
28060598,"IgA, Idr, Dosagem",,50,0,0
28060601,"IgE, Rie (Total Especifica Por Alergeno)",,70,0,0
28060610,"IgG, Idr, Dosagem",,50,0,0
28060628,"IgM, Idr, Dosagem",,50,0,0
28060636,Imunoeletroforese (Gamopatia Monoclonal),,120,0,0
28060660,Dosagem de Inibidor de C1 - Esterase,,50,0,0
28060679,"Teste de Ito (Cancro Mole), Id de",,20,0,0
28060687,"Teste de Kveim (Sarcoidose), Id de",,68,0,0
28060695,"Leishmaniose, Ifi, Teste Para",,30,0,0
28060709,"Leptospirose, Reacao de Aglutinacao",,33,0,0
28060717,Cultura de Linfocitos (Transformacao Blastica),,106,0,0
28060725,"Linfocitos T e B, Contagem de (Roseta e/ou IF)",,130,0,0
28060741,"Linfocitos T Supressores, Contagem de",,200,0,0
28060750,"Listeriose, Reacao de Aglutinacao Para",,40,0,0
28060768,"Malaria, IFI, Teste Para",,30,0,0
28060776,"Teste de Mantoux (Tuberculose), Id",,20,0,0
28060784,"Micoplasma Pneumoniae, Rfc, Teste Para",,67,0,0
28060792,"Reacao de Mitsuda (Hanseniase), Id de",,20,0,0
28060806,"Mononucleose, Sorologia Para (Monoteste)",,20,0,0
28060814,"Reacao de Montenegro (Leishmaniose), ID",,20,0,0
28060830,"Paul-Bunell-Davidsohn (Mononucleose), Reacao de",,27,0,0
28060849,"PPD (Teste P/ Tuberculose), ID de",,20,0,0
28060857,"PPLO, Rfc, Para",,67,0,0
28060865,"Proteina C Reativa, Determinacao Quantitativa",,67,0,0
28060873,"Proteina C Reativa, Pesquisa de",,15,0,0
28060881,"Rickettsia (Weil-Felix), Reacao de Aglutinacao",,40,0,0
28060890,"Rubeola, IHA, Teste Para",,60,0,0
28060903,"Rubeola - Anticorpos IgM, Eie, Dosagem P/",,120,0,0
28060911,"Rubeola - Anticorpos IgG, Eie, Dosagem P/",,60,0,0
28060920,"Sarampo, RFC, Teste Para",,80,0,0
28060938,Schick - ID Para Funcao de Linfocito B,,20,0,0
28060946,"Schistosomose, RFC ou IFI, Teste Para",,27,0,0
28060954,"Sifilis (Vdrl Quantitativo e Fta-Abs), Testes",,35,0,0
28060962,"Toxoplasmose (IFI-IgG e Ifi-IgM), Reacoes de",,60,0,0
28060970,"Toxoplasmose (RFC, HA ou IFI) - Cada Reacao",,35,0,0
28060989,"Treponema Palidum (TPHA) HA, Teste de",,27,0,0
28060997,"Tricofitina, ID, Teste",,20,0,0
28061004,"VDRL, Inclusive Quantitativo, Reacao de",,20,0,0
28061012,"Waaler-Rose (Fator Reumatoide), Teste de",,20,0,0
28061020,"Weinberg (Cisticercose), Reacao de",,22,0,0
28061039,"Widal (Febre Tifoide), Reacao de",,22,0,0
28061047,Cultura Mista de Linfocitos,,300,0,0
28061055,"Genotipagem Sistema HLA (Locus A,B e C ou Dr)",,300,0,0
28061063,Prova de Compatibilidade HLA (Cross-Match),,150,0,0
28061071,Pesquisa Isolada de Um Genotipo HLA,,100,0,0
28061080,Anticorpo Anti-Cortex Suprarrenal; Ifi,,70,0,0
28061101,"Anticorpo Anti-Figado; Ifi, Dosagem",,70,0,0
28061110,"Anticorpos Anti-Glomerulo, Dosagem",,80,0,0
28061128,"Anticorpos Anti-Musculo Estriado, Dosagem",,80,0,0
28061136,"Anticorpos Anti SS-A (RO), Dosagem",,80,0,0
28061144,"Anticorpos Anti SS-B (LA), Dosagem",,80,0,0
28061152,"Anticorpos Anti SM, Dosagem",,80,0,0
28061160,Anticorpos Contra Antigeno Delta da Hepatite,,200,0,0
28061179,Anticorpo Anti-HIV1 ou Anti-HIV2 (EIE),,150,0,0
28061187,"Anticorpos, Identificacao",,80,0,0
28061195,"Anticorpos IgM Contra Antigeno ""C"" da Hepatite",,120,0,0
28061209,Anticorpos; Naturais e Imunes; Pesquisa,,40,0,0
28061217,Anticorpos; Naturais e Imunes; Titulagem,,70,0,0
28061225,"Anticorpos RNP, Dosagem",,80,0,0
28061233,Antigenos de Histocompatibilidade: Series A e B,,160,0,0
28061241,Antigenos de Histocompetibilidade:Series A Ou B,,120,0,0
28061250,Antigenos Metilicos Soluveis do BCG,,50,0,0
28061268,"Aspergilus; RFC, Teste Para",,80,0,0
28061276,"Beta-2-Microglobulina, Dosagem",,300,0,0
28061284,"Brucelina, ID, Teste Para",,20,0,0
28061292,"Candidiase; RFC, Teste Para",,67,0,0
28061306,Crioglobulinas; Dosagem de,,50,0,0
28061314,Determinacao dos Linfocitos LB,,50,0,0
28061322,Determinacao dos Linfocitos LTA (Ativos),,50,0,0
28061330,Determinacao dos Linfocitos LTS (Supressores),,50,0,0
28061349,Determinacao dos Linfocitos LTT (Totais),,50,0,0
28061357,Epstein-Barr; Pesquisa de Anticorpos,,150,0,0
28061365,"Estreptozima, Dosagem de",,70,0,0
28061373,Herpes Simples; Pesquisa de Anticorpos IgG,,100,0,0
28061381,Herpes Simples; Pesquisa de Anticorpos IgM,,120,0,0
28061390,Herpes Zoster; Pesquisa de Anticorpos IgG,,100,0,0
28061403,Herpes Zoster; Pesquisa e Anticorpos IgM,,120,0,0
28061420,"NBT Estimulado, Teste",,50,0,0
28061438,"Psitacose; RFC, Teste Para",,80,0,0
28061446,Teste de Estimulacao dos Linfocitos In Vitro,,140,0,0
28061454,Teste de Inibicao da Aderencia dos Linfocitos,,100,0,0
28061462,Teste Inibicao dos Linfocitos P/Corticosteroide,,140,0,0
28061470,Teste de Inibicao da Migracao dos Linfocitos,,100,0,0
28061489,"Toxoplasmina; ID, Dosagem de",,20,0,0
28061497,"Toxoplasmose (IgG ou IgM); Eie, Teste Para",,80,0,0
28061500,"Varicela; RFC, Teste Para",,50,0,0
28061519,Virus; Sincicial Respiratorio; Pesquisa Direta,,150,0,0
28061527,Anticorpos Anti-HTLV III (HIV); Western Blot,,700,0,0
28061535,Antigeno HTLV-III (HIV) EIE; Pesquisa de,,200,0,0
28061543,"Crioaglutinina - RIE, Dosagem de",,140,0,0
28061551,"Leishimaniose, Reacao Sorologica Para",,60,0,0
28061560,"Histoplasmina, ID, Teste Para",,20,0,0
28061578,"Toxocara Canis, Reacao Sorologica Para",,60,0,0
28061586,"Anticorpos Anti DMP, Reacao Para Deteccao de",,80,0,0
28061594,"CA 19/9 -EIE, Pesquisa de",,250,0,0
28061608,"CA 125 -EIE, Pesquisa de",,250,0,0
28061616,"MCA - EIE, Pesquisa de",,280,0,0
28061624,PSA (Antigeno Prostatico Especifico) Rie,,150,0,0
28061632,Exame para Cisticercose (EIE),,80,0,0
28061640,Exame p/Citomegalovirus IGM,,100,0,0
28061659,Dosagem de Anticorpus Hepatite C,,200,0,0
28061667,Dosagem de CA - 15 - 3 - EIE,,250,0,0
28061675,Dosagem AC Anti-Ilhota de Langherans,,80,0,0
28061683,Dosagem AC Anti-Insulina,,80,0,0
28061691,HIV1 + HIV2(Determinacao Conjunta),,200,0,0
28061705,Dosagem de Anti Cardiolipina,,70,0,0
28061713,Sorologia p/Doenca de Lyme,,180,0,0
28061721,Dosagem de Anti Gliadina (Gluten),,70,0,0
28061730,Dosagem de Anti Escleroderma (SCL 70),,60,0,0
28061748,Dosagem de CA 72-4,,250,0,0
28061756,Reacao de Chagas EIE,,80,0,0
28061764,Dosagem de Histona,,80,0,0
28061772,Imunologia p/Giardia,,80,0,0
28061780,Dosagem de Anti-Cardiolipina,,80,0,0
28061799,Reacao de Wasserman,,10,0,0
28070011,"Clements, Teste de",,14,0,0
28070020,Colheita de Liquido Aminiotico,,70,0,0
28070038,Espectrofotometria do Liquido Aminiotico,,20,0,0
28070046,Fosfolipidios Em Liquido Aminiotico,,40,0,0
28070054,Rotina do Liquido Amniotico-Amniograma,,60,0,0
28080017,Cristais Com Luz Polarizada Em Liquido Sinovial,,10,0,0
28080025,"Ragocitos, Pesquisa de",,10,0,0
28080033,"Rivalta, Reacao de",,10,0,0
28080041,Rotina do Liquido Sinovial,,67,0,0
28090020,"Celulas Em Liquor, Contagem Especifica de",,20,0,0
28090039,Liquor; Celulas e Caracteres Gerais,,14,0,0
28090047,Eletroforese de Proteinas no Liquor,,80,0,0
28090055,"Nonne-Apple, Reacao de",,10,0,0
28090063,"Pandy, Reacao de",,10,0,0
28090071,Puncao Lombar Com Manometria Inicial e Final,,100,0,0
28090080,Raquimanometria - Teste de Permeabilidade,,30,0,0
28090098,Rotina do Liquor,,90,0,0
28090101,"Takata-Ara, Reacao de",,14,0,0
28090128,"Hemophilus Influenzae- EIE, Pesquisa de",,80,0,0
28090136,"Streptococus Pneumonieae-Eie,Pesquisa de",,80,0,0
28090144,"Neisseria Meningiditis (A,B,C,W 135) EIE",,80,0,0
28090152,Latex (H.Influenzae+S.Pneumoniae+N.Meningidis),,35,0,0
28090160,Dosagem de Imunoglobulina no Liquor,,100,0,0
28090179,Dosagem de Proteina Mielica Basica,,250,0,0
28090187,Reacao p/ Cisticercose EIE,,80,0,0
28090195,Reacao p/ Criptococose,,120,0,0
28090209,Dosagem de Lactato,,90,0,0
28100026,Cultura Para Bacterias Anaerobicas,,50,0,0
28100034,Antibiograma-Teste Sensibilidade P/Antibioticos,,20,0,0
28100042,Antibiograma P/Bacilo Alcool-Acido-Resistente,,73,0,0
28100050,Antibiograma P/Bacilo Alcool-Acido-Resistente,,106,0,0
28100069,Pesquisa Direta Bacilo Alcool-Acido-Resistente,,30,0,0
28100093,"Bacterioscopia (Gram, Ziehl, Albert, Etc)",,15,0,0
28100131,"Chlamidia, Cultura ou EIE",,90,0,0
28100140,Chlamidia (Citologia Ou Imunofluorescencia),,90,0,0
28100190,"Difterico (Inclui Bacteriologico), Pesquisa de",,46,0,0
